RefHighSchoolGraduationRateIndicator,Common,Common
RefHomelessNighttimeResidence,Common,Common
RefIdeadisabilityType,Common,Common
RefIdeadisciplineMethodFirearm,Common,Common
RefIdeaeducationalEnvironmentEc,Common,Common
RefIdeaeducationalEnvironmentSchoolAge,Common,Common
RefIdeaeligibilityEvaluationCategory,Common,Common
RefIdeaenvironmentEl,Common,Common
RefIdeaiepstatus,Common,Common
RefIdeainterimRemoval,Common,Common
RefIdeainterimRemovalReason,Common,Common
RefIdeapartCeligibilityCategory,Common,Common
RefIepauthorizationDocumentType,Common,Common
RefIepeligibilityEvaluationType,Common,Common
RefIepgoalType,Common,Common
RefImmunizationType,Common,Common
RefIncidentBehavior,Common,Common
RefIncidentBehaviorSecondary,Common,Common
RefIncidentInjuryType,Common,Common
RefIncidentLocation,Common,Common
RefIncidentMultipleOffenseType,Common,Common
RefIncidentPerpetratorInjuryType,Common,Common
RefIncidentPersonRoleType,Common,Common
RefIncidentPersonType,Common,Common
RefIncidentReporterType,Common,Common
RefIncidentTimeDescriptionCode,Common,Common
RefIncomeCalculationMethod,Common,Common
RefIncreasedLearningTimeType,Common,Common
RefIndicatorStateDefinedStatus,Common,Common
RefIndicatorStatusCustomType,Common,Common
RefIndicatorStatusSubgroupType,Common,Common
RefIndicatorStatusType,Common,Common
RefIndividualizedProgramDateType,Common,Common
RefIndividualizedProgramLocation,Common,Common
RefIndividualizedProgramPlannedServiceType,Common,Common
RefIndividualizedProgramTransitionType,Common,Common
RefIndividualizedProgramType,Common,Common
RefInstitutionTelephoneType,Common,Common
RefInstructionalActivityHour,Common,Common
RefInstructionalStaffContractLength,Common,Common
RefInstructionalStaffFacultyTenure,Common,Common
RefInstructionCreditType,Common,Common
RefInstructionLocationType,Common,Common
RefIntegratedTechnologyStatus,Common,Common
RefInternetAccess,Common,Common
RefInternetAccessTypeInResidence,Common,Common
RefInternetPerformanceInResidence,Common,Common
RefIpedsfasbfinancialPosition,Common,Common
RefIpedsfasbfunctionalExpense,Common,Common
RefIpedsfasbpellGrantTransaction,Common,Common
RefIpedsfasbrevenue,Common,Common
RefIpedsfasbrevenueRestriction,Common,Common
RefIpedsfasbscholarshipsandFellowshipsRevenue,Common,Common
RefIpedsgasbfinancialPosition,Common,Common
RefIpedsgasbfunctionalExpense,Common,Common
RefIpedsgasbrevenue,Common,Common
RefIpedsgasbscholarshipsandFellowshipsRevenue,Common,Common
RefIpedsintercollegiateAthleticsExpense,Common,Common
RefIpedsnaturalExpense,Common,Common
RefIpedsOccupationalCategory,Common,Common
RefIpspprogressReportSchedule,Common,Common
RefIpspprogressReportType,Common,Common
RefIso6392language,Common,Common
RefIso6393language,Common,Common
RefIso6395languageFamily,Common,Common
RefItemResponseTheoryDifficultyCategory,Common,Common
RefItemResponseTheoryKappaAlgorithm,Common,Common
RefK12endOfCourseRequirement,K12,K12
RefK12leaTitleIsupportService,K12,K12
RefK12responsibilityType,K12,K12
RefK12staffClassification,Common,Common
RefLanguage,Common,Common
RefLanguageUseType,Common,Common
RefLeaFundsTransferType,Common,Common
RefLeaImprovementStatus,Common,Common
RefLearnerActionType,Assessments,Assessments
RefLearnerActivityAddToGradeBookFlag,Assessments,Assessments
RefLearnerActivityMaximumTimeAllowedUnit,Assessments,Assessments
RefLearnerActivityType,Assessments,Assessments
RefLearningResourceAccessApitype,Common,Common
RefLearningResourceAccessHazardType,Common,Common
RefLearningResourceAccessModeType,Common,Common
RefLearningResourceAccessRightsUrl,Common,Common
RefLearningResourceAuthorType,Common,Common
RefLearningResourceBookFormatType,Common,Common
RefLearningResourceCompetencyAlignmentType,Competencies,Competencies
RefLearningResourceControlFlexibilityType,Common,Common
RefLearningResourceDigitalMediaSubType,Common,Common
RefLearningResourceDigitalMediaType,Common,Common
RefLearningResourceEducationalUse,Common,Common
RefLearningResourceIntendedEndUserRole,Common,Common
RefLearningResourceInteractionMode,Common,Common
RefLearningResourceInteractivityType,Common,Common
RefLearningResourceMediaFeatureType,LearningResources,LearningResources
RefLearningResourcePhysicalMediaType,LearningResources,LearningResources
RefLearningResourceType,Common,Common
RefLeaType,Common,Common
RefLeaveEventType,Common,Common
RefLevelOfInstitution,Common,Common
RefLicenseExempt,Common,Common
RefLiteracyAssessment,Common,Common
RefMagnetSpecialProgram,Common,Common
RefMedicalAlertIndicator,Common,Common
RefMepEnrollmentType,Common,Common
RefMepProjectBased,Common,Common
RefMepProjectType,Common,Common
RefMepServiceType,Common,Common
RefMepSessionType,Common,Common
RefMepStaffCategory,Common,Common
RefMethodOfServiceDelivery,Common,Common
RefMilitaryActiveStudentIndicator,Common,Common
RefMilitaryBranch,Common,Common
RefMilitaryConnectedStudentIndicator,Common,Common
RefMilitaryVeteranStudentIndicator,Common,Common
RefMultipleIntelligenceType,Common,Common
RefNaepAspectsOfReading,Common,Common
RefNaepMathComplexityLevel,Common,Common
RefNationalSchoolLunchProgramStatus,Common,Common
RefNcescollegeCourseMapCode,Common,Common
RefNeedDeterminationMethod,Common,Common
RefNeglectedProgramType,Common,Common
RefNonPromotionReason,Common,Common
RefNonTraditionalGenderStatus,Common,Common
RefNslpstatus,Common,Common
RefNumberOfDependentsType,Common,Common
RefOnetsococcupationType,Common,Common
RefOperationalStatus,Common,Common
RefOperationalStatusType,Common,Common
RefOrganizationElementType,Common,Common
RefOrganizationIdentificationSystem,Common,Common
RefOrganizationIdentifierType,Common,Common
RefOrganizationIndicator,Common,Common
RefOrganizationLocationType,Common,Common
RefOrganizationMonitoringNotification,Common,Common
RefOrganizationRelationship,Common,Common
RefOrganizationType,Common,Common
RefOtherNameType,Common,Common
RefOutcomeTimePoint,Common,Common
RefOutOfFieldStatus,Common,Common
RefParaprofessionalQualification,Common,Common
RefParticipationStatusAyp,Common,Common
RefParticipationType,Common,Common
RefPdactivityApprovedPurpose,Common,Common
RefPdactivityCreditType,Common,Common
RefPdactivityEducationLevelsAddressed,Common,Common
RefPdactivityLevel,Common,Common
RefPdactivityTargetAudience,Common,Common
RefPdactivityType,Common,Common
RefPdaudienceType,Common,Common
RefPddeliveryMethod,Common,Common
RefPdinstructionalDeliveryMode,Common,Common
RefPdsessionStatus,Common,Common
RefPersonalInformationType,Common,Common
RefPersonalInformationVerification,Common,Common
RefPersonIdentificationSystem,Common,Common
RefPersonIdentifierType,Common,Common
RefPersonLocationType,Common,Common
RefPersonRelationshipType,Common,Common
RefPersonStatusType,Common,Common
RefPersonTelephoneNumberType,Common,Common
RefPescawardLevelType,Common,Common
RefPopulationServed,Common,Common
RefPreAndPostTestIndicator,Common,Common
RefPredominantCalendarSystem,Common,Common
RefPreKeligibleAgesNonIdea,Common,Common
RefPrekindergartenEligibility,Common,Common
RefPresentAttendanceCategory,Common,Common
RefPrimaryLearningDeviceAccess,Common,Common
RefPrimaryLearningDeviceAwayFromSchool,Common,Common
RefPrimaryLearningDeviceProvider,Common,Common
RefProfessionalDevelopmentFinancialSupport,Common,Common
RefProfessionalEducationJobClassification,Common,Common
RefProfessionalTechnicalCredentialType,Common,Common
RefProficiencyStatus,Common,Common
RefProficiencyTargetAyp,Common,Common
RefProfitStatus,Common,Common
RefProgramDayLength,Common,Common
RefProgramEntryReason,Common,Common
RefProgramExitReason,Common,Common
RefProgramGiftedEligibility,Common,Common
RefProgramLengthHoursType,Common,Common
RefProgramSponsorType,Common,Common
RefProgramType,Common,Common
RefProgressAchievingEnglishLanguageProficiencyIndicatorStatus,Common,Common
RefProgressLevel,Common,Common
RefPromotionReason,Common,Common
RefProofOfResidencyType,Common,Common
RefPsEnrollmentAction,K12,K12
RefPsEnrollmentAwardType,Postsecondary,Postsecondary
RefPsEnrollmentStatus,Postsecondary,Postsecondary
RefPsEnrollmentType,Postsecondary,Postsecondary
RefPsexitOrWithdrawalType,Postsecondary,Postsecondary
RefPsLepType,Postsecondary,Postsecondary
RefPsprogramLevel,Postsecondary,Postsecondary
RefPsStudentLevel,Postsecondary,Postsecondary
RefPublicSchoolChoiceStatus,Common,Common
RefPublicSchoolResidence,Common,Common
RefPurposeOfMonitoringVisit,Common,Common
RefQrisParticipation,Common,Common
RefRace,Common,Common
RefReapAlternativeFundingStatus,Common,Common
RefReasonDelayTransitionConf,Common,Common
RefReconstitutedStatus,Common,Common
RefRecordStatusCreatorEntity,Common,Common
RefRecordStatusType,Common,Common
RefReferralOutcome,Common,Common
RefReimbursementType,Common,Common
RefRestructuringAction,Common,Common
RefRlisProgramUse,Common,Common
RefRole,Common,Common
RefRoleStatus,Common,Common
RefRoleStatusType,Common,Common
RefScedcourseLevel,Common,Common
RefScedcourseSubjectArea,Common,Common
RefScheduledWellChildScreening,Common,Common
RefSchoolDangerousStatus,Common,Common
RefSchoolFoodServiceProgram,Common,Common
RefSchoolImprovementFund,Common,Common
RefSchoolImprovementStatus,Common,Common
RefSchoolLevel,Common,Common
RefSchoolType,Common,Common
RefScoreMetricType,Common,Common
RefService,Common,Common
RefServiceFrequency,Common,Common
RefServiceOption,Common,Common
RefSessionType,Common,Common
RefSex,Common,Common
RefSigInterventionType,Common,Common
RefSingleSexClassStatus,Common,Common
RefSpaceUseType,Common,Common
RefSpecialEducationAgeGroupTaught,Common,Common
RefSpecialEducationExitReason,Common,Common
RefSpecialEducationStaffCategory,Common,Common
RefStaffCompensationSourceType,Common,Common
RefStaffPerformanceLevel,Common,Common
RefStandardizedAdmissionTest,Common,Common
RefState,Common,Common
RefStateAnsicode,Common,Common
RefStatePovertyDesignation,Common,Common
RefStudentEnrollmentAccessType,Common,Common
RefStudentSchoolAffiliationStateDefinedStatus,Common,Common
RefStudentSupportServiceType,Common,Common
RefSupervisedClinicalExperience,Common,Common
RefTargetedSupport,Common,Common
RefTargetedSupportAndImprovementStatus,Common,Common
RefTeacherEducationCredentialExam,Common,Common
RefTeacherEducationExamScoreType,Common,Common
RefTeacherEducationTestCompany,Common,Common
RefTeacherPrepCompleterStatus,Common,Common
RefTeacherPrepEnrollmentStatus,Common,Common
RefTeachingAssignmentRole,Common,Common
RefTeachingCredentialBasis,Common,Common
RefTeachingCredentialType,Common,Common
RefTechnicalAssistanceDeliveryType,Common,Common
RefTechnicalAssistanceType,Common,Common
RefTechnologyLiteracyStatus,Common,Common
RefTelephoneNumberListedStatus,Common,Common
RefTelephoneNumberType,Common,Common
RefTenureSystem,Common,Common
RefTextComplexitySystem,Common,Common
RefTimeForCompletionUnit,Common,Common
RefTitleIiiaccountability,Common,Common
RefTitleIiilanguageInstructionProgramType,Common,Common
RefTitleIiiprofessionalDevelopmentType,Common,Common
RefTitleIindicator,Common,Common
RefTitleIinstructionalService,Common,Common
RefTitleIprogramStaffCategory,Common,Common
RefTitleIprogramType,Common,Common
RefTitleIschoolStatus,Common,Common
RefTransferOutIndicator,Common,Common
RefTransferReady,Common,Common
RefTribalAffiliation,Common,Common
RefTrimesterWhenPrenatalCareBegan,Common,Common
RefTuitionResidencyType,Common,Common
RefTuitionUnit,Common,Common
RefUscitizenshipStatus,Common,Common
RefVirtualSchoolStatus,Common,Common
RefVisaType,Common,Common
RefVisionScreeningStatus,Common,Common
RefWageCollectionMethod,Common,Common
RefWageVerification,Common,Common
RefWeaponType,Common,Common
RefWfProgramParticipation,Common,Common
RefWioabarrierstoEmployment,Common,Common
RefWorkbasedLearningOpportunityType,Common,Common
RequiredImmunization,Common,Common
RoleAttendance,Common,Common
RoleAttendanceEvent,Common,Common
RoleStatus,Common,Common
Rubric,Common,Common
RubricCriterion,Common,Common
RubricCriterionLevel,Assessments,Assessments
ServiceFrequency,Common,Common
ServicePlan,Common,Common
ServiceProvided,Common,Common
ServiceProvider,Common,Common
ServicesReceived,Common,Common
ServiceStaff,Common,Common
StaffCompensation,Common,Common
StaffCredential,Common,Common
StaffEmployment,Common,Common
StaffEvaluation,Common,Common
StaffEvaluationPart,Common,Common
StaffExperience,Common,Common
StaffProfessionalDevelopmentActivity,Common,Common
StaffTechnicalAssistance,Common,Common
TeacherEducationCredentialExam,Common,Common
TeacherStudentDataLinkExclusion,Common,Common
WorkforceEmploymentQuarterlyDatum,Workforce,Workforce
WorkforceProgramParticipantCohort,Workforce,Workforce
WorkforceProgramParticipation,Workforce,Workforce
